,Net m²,Brüt m²,Binadaki Kat Sayısı,Isıtma Tipi,Bulunduğu Kat,Bina Yaşı,Mobilya Durumu,Kullanım Durumu,Krediye Uygun,Hayvan Dostu Patili Evler,Ada,Parsel,Listing No,Gross m²,Heating Type,Floor,Age of the Building,Usage Status,Maintenance Fee,Rental Income,Suitable for Bank Loan,Number of Rooms,Number of Bathrooms,Number of Floors of the Building,Status of the Property,House Type,"Video Home Tour
                                                                ?",Furnishing Status,Unit Exchange,Title Deed Status,From Whom,Pet Friendly Paws Houses,Fiyat,İl,İlçe,Mahalle,Oda
8216,80,85m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2750000,İstanbul,Eyüpsultan,Çırçır, 2 + 1 
8217,110,130m²,5,Kombi (Doğalgaz),3,21-25 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2350000,İstanbul,Eyüpsultan,Sakarya, 3 + 1 
8218,70,80m²,4,Kombi (Doğalgaz),3,36-40 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3200000,İstanbul,Fatih,Cibali, 2 + 1 
8219,150,185m²,5,Kombi (Doğalgaz),3,36-40 arası,Eşyasız,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,7750000,İstanbul,Fatih,Akşemsettin, 4 + 1 
8220,100,115m²,5,Kombi (Doğalgaz),4,40 ve üzeri,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2550000,İstanbul,Fatih,Seyyid Ömer, 2 + 1 
8221,94,120m²,4,Kombi (Doğalgaz),4,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4800000,İstanbul,Fatih,Silivrikapı, 2 + 1 
8222,75,85m²,8,,1,31-35 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2400000,İstanbul,Fatih,Ali Kuşçu, 2 + 1 
8223,75,80m²,,,,,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,1390000,İstanbul,Fatih,Karagümrük, 2 + 1 
8224,80,85m²,5,Kalorifer (Doğalgaz),4,31-35 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1850000,İstanbul,Fatih,Koca Mustafapaşa, 2 + 1 
8225,120,135m²,5,Kalorifer (Doğalgaz),1,21-25 arası,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,1985000,İstanbul,Fatih,Hırka-i Şerif, 3 + 1 
8226,65,80m²,5,Kalorifer (Doğalgaz),1,26-30 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1900000,İstanbul,Fatih,Akşemsettin, 1 + 1 
8227,75,85m²,5,Kalorifer (Doğalgaz),4,40 ve üzeri,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1975000,İstanbul,Fatih,Karagümrük, 1 + 1 
8228,130,140m²,,Kombi (Doğalgaz),2,36-40 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3325000,İstanbul,Fatih,İskenderpaşa, 3 + 1 
8229,85,90m²,3,,1,26-30 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3175000,İstanbul,Fatih,Cerrahpaşa, 2 + 1 
8230,90,95m²,4,,2,26-30 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1995000,İstanbul,Fatih,Koca Mustafapaşa, 2 + 1 
8231,110,120m²,3,,Yüksek Giriş,21-25 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4250000,İstanbul,Fatih,Şehremini, 2 + 1 
8232,85,95m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1500000,İstanbul,Fatih,İskenderpaşa, 2 + 1 
8233,120,130m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,6600000,İstanbul,Fatih,Ali Kuşçu, 4 + 1 
8234,75,85m²,4,Kombi (Doğalgaz),3,31-35 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2650000,İstanbul,Fatih,Molla Gürani, 2 + 1 
8235,45,50m²,2,Soba (Kömür),Müstakil,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1100000,İstanbul,Fatih,Beyazıt, 1 + 1 
8236,80,90m²,3,Kombi (Doğalgaz),Kot 1,36-40 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,1000000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8237,65,70m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1800000,İstanbul,Fatih,İskenderpaşa, 2 + 1 
8238,90,105m²,5,Kombi (Doğalgaz),,31-35 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,2720000,İstanbul,Fatih,Seyyid Ömer, 2 + 1 
8239,50,61m²,3,Soba (Kömür),1,40 ve üzeri,,Kiracılı,Hayır,Evet,,,,,,,,,,,,,,,,,,,,,,,2195000,İstanbul,Fatih,Aksaray, 2 + 2 
8240,80,90m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2100000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8241,160,170m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2400000,İstanbul,Fatih,Zeyrek, 4 + 1 
8242,80,90m²,5,Kombi (Doğalgaz),Bahçe katı,5,Eşyalı (Mobilyalı),Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2000000,İstanbul,Fatih,Silivrikapı, 2 + 1 
8243,65,70m²,4,Kombi (Doğalgaz),Bodrum Kat,36-40 arası,Eşyasız,Kiracılı,Evet,Evet,3656,69,,,,,,,,,,,,,,,,,,,,,950000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8244,75,80m²,5,Kombi (Doğalgaz),Yüksek Giriş,21-25 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1100000,İstanbul,Fatih,Zeyrek, 1 + 1 
8245,55,69m²,2,Kombi (Doğalgaz),1,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1900000,İstanbul,Fatih,Cibali, 1 + 1 
8246,85,95m²,5,Kombi (Doğalgaz),2,26-30 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1950000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8247,70,80m²,3,Kombi (Doğalgaz),2,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2100000,İstanbul,Fatih,Silivrikapı, 2 + 1 
8248,45,55m²,3,Kombi (Doğalgaz),Bodrum Kat,40 ve üzeri,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1190000,İstanbul,Fatih,Mevlanakapı, 2 + 1 
8249,75,85m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1350000,İstanbul,Fatih,Kalenderhane, 2 + 1 
8250,65,80m²,5,Kombi (Doğalgaz),3,21-25 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1625000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8251,70,80m²,5,Kombi (Doğalgaz),3,26-30 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1625000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8252,110,125m²,4,,4,31-35 arası,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2345000,İstanbul,Fatih,İskenderpaşa, 2 + 1 
8253,120,140m²,5,Kalorifer (Doğalgaz),4,31-35 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1900000,İstanbul,Fatih,Hırka-i Şerif, 3 + 1 
8254,65,75m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2200000,İstanbul,Fatih,İskenderpaşa, 1 + 1 
8255,35,45m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,3500000,İstanbul,Fatih,İskenderpaşa, 1 + 1 
8256,60,65m²,5,Merkezi Sistem (Isı Payı Ölçer),1,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1610000,İstanbul,Fatih,Yavuz Sultan Selim, 1 + 1 
8257,110,130m²,3,,3,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5150000,İstanbul,Fatih,Zeyrek, 3 + 1 
8258,50,60m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1250000,İstanbul,Fatih,Mevlanakapı, 1 + 1 
8259,95,110m²,5,Merkezi Sistem,4,40 ve üzeri,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3650000,İstanbul,Fatih,Molla Gürani, 2 + 1 
8260,220,245m²,4,Kombi (Doğalgaz),2,36-40 arası,Eşyasız,Mülk Sahibi,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,13950000,İstanbul,Fatih,İskenderpaşa, 4 + 1 
8261,68,75m²,5,,Bahçe katı,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1725000,İstanbul,Fatih,Yavuz Sultan Selim, 2 + 1 
8262,75,85m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1580000,İstanbul,Fatih,Aksaray, 2 + 1 
8263,45,55m²,5,Kombi (Doğalgaz),1,26-30 arası,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,950000,İstanbul,Fatih,Derviş Ali, 1 + 1 
8264,65,85m²,2,Soba (Doğalgaz),Yüksek Giriş,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2190000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8265,95,105m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,4800000,İstanbul,Fatih,İskenderpaşa, 2 + 1 
8266,55,65m²,3,Kombi (Doğalgaz),Bahçe katı,40 ve üzeri,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,975000,İstanbul,Fatih,Karagümrük, 2 + 1 
8267,90,100m²,6,Kombi (Doğalgaz),Giriş Katı,36-40 arası,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2100000,İstanbul,Fatih,İskenderpaşa, 3 + 1 
8268,110,120m²,5,Kalorifer (Doğalgaz),4,26-30 arası,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,3150000,İstanbul,Fatih,Derviş Ali, 3 + 1 
8269,60,80m²,3,Kombi (Doğalgaz),Zemin Kat,4,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,7995000,İstanbul,Fatih,Balat, 3 + 1 
8270,55,65m²,4,Kombi (Doğalgaz),1,31-35 arası,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,1485000,İstanbul,Fatih,İskenderpaşa, 2 + 1 
8271,30,40m²,5,Yok,3,,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3500000,İstanbul,Fatih,Akşemsettin, 1 + 1 
8272,70,85m²,3,Kombi (Doğalgaz),Yüksek Giriş,26-30 arası,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,1680000,İstanbul,Fatih,Atikali, 2 + 1 
8273,100,110m²,4,,4,31-35 arası,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2340000,İstanbul,Fatih,Molla Gürani, 3 + 1 
8274,45,70m²,5,Kombi (Doğalgaz),Bodrum Kat,26-30 arası,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,1100000,İstanbul,Fatih,Atikali, 1 + 1 
8275,220,240m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,11950000,İstanbul,Fatih,Molla Gürani, 4 + 1 
8276,90,100m²,5,Kombi (Doğalgaz),2,,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2400000,İstanbul,Fatih,Molla Gürani, 2 + 1 
8277,360,400m²,5,Kalorifer (Doğalgaz),3,16-20 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,14393000,İstanbul,Fatih,Molla Gürani, 7 + 1 
8278,65,75m²,4,Kombi (Doğalgaz),Bodrum Kat,40 ve üzeri,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,940000,İstanbul,Fatih,Koca Mustafapaşa, 2 + 1 
8279,75,85m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2200000,İstanbul,Fatih,İskenderpaşa, 2 + 1 
8280,90,110m²,4,Kombi (Doğalgaz),3,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2750000,İstanbul,Fatih,Karagümrük, 2 + 1 
8281,65,75m²,5,Kombi (Doğalgaz),2,36-40 arası,Eşyasız,Boş,Evet,Evet,2565,25,,,,,,,,,,,,,,,,,,,,,2290000,İstanbul,Fatih,Akşemsettin, 2 + 1 
8282,80,90m²,3,Kombi (Doğalgaz),Yüksek Giriş,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4300000,İstanbul,Fatih,Zeyrek, 2 + 1 
8283,130,140m²,,,3,31-35 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3650000,İstanbul,Fatih,İskenderpaşa, 3 + 1 
8284,85,95m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,3500000,İstanbul,Fatih,Zeyrek, 2 + 1 
8285,120,140m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,4650000,İstanbul,Fatih,Koca Mustafapaşa, 3 + 1 
8286,140,150m²,,,,26-30 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,4650000,İstanbul,Fatih,Koca Mustafapaşa, 3 + 1 
8287,80,85m²,5,Kombi (Doğalgaz),1,36-40 arası,Eşyasız,Mülk Sahibi,Evet,Evet,2356,23,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Fatih,Akşemsettin, 2 + 1 
8288,120,140m²,,Kalorifer (Doğalgaz),4,40 ve üzeri,,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,5375000,İstanbul,Fatih,Haseki Sultan, 4 + 1 
8289,80,90m²,,,2,31-35 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1680000,İstanbul,Fatih,Şehremini, 2 + 1 
8290,85,95m²,,,4,31-35 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1940000,İstanbul,Fatih,Hırka-i Şerif, 3 + 1 
8291,100,110m²,,,Yüksek Giriş,16-20 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,4200000,İstanbul,Fatih,Molla Gürani, 2 + 1 
8292,120,130m²,5,Kalorifer (Doğalgaz),5,26-30 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3100000,İstanbul,Fatih,Akşemsettin, 3 + 1 
8293,60,75m²,6,Kalorifer (Doğalgaz),2,31-35 arası,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2150000,İstanbul,Fatih,Atikali, 1 + 1 
8294,85,95m²,,,3,31-35 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2475000,İstanbul,Fatih,Akşemsettin, 2 + 1 
8295,145,155m²,,,4,26-30 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5000000,İstanbul,Fatih,Muhsine Hatun, 4 + 2 
8296,110,120m²,,,5,26-30 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3100000,İstanbul,Fatih,Akşemsettin, 3 + 1 
8297,110,120m²,,,4,31-35 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1750000,İstanbul,Fatih,Cerrahpaşa, 2 + 2 
8298,80,184m²,,,Yüksek Giriş,26-30 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1950000,İstanbul,Fatih,Molla Gürani, 1 + 1 
8299,60,75m²,,,Yüksek Giriş,31-35 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1650000,İstanbul,Fatih,Ali Kuşçu, 2 + 1 
8300,40,50m²,,Yok,3,31-35 arası,,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,998000,İstanbul,Fatih,Karagümrük, 1 + 1 
8301,45,50m²,4,Klima,3,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1300000,İstanbul,Fatih,İskenderpaşa, 1 + 1 
8302,50,55m²,5,Kalorifer (Doğalgaz),1,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1575000,İstanbul,Fatih,Zeyrek, 1 + 1 
8303,85,100m²,,,Giriş Katı,31-35 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2450000,İstanbul,Fatih,Molla Gürani, 2 + 1 
8304,110,120m²,,,2,26-30 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Fatih,Ayvansaray, 2 + 1 
8305,70,80m²,,,Yüksek Giriş,31-35 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2710000,İstanbul,Fatih,Seyyid Ömer, 2 + 1 
8306,100,110m²,5,Kombi (Doğalgaz),4,36-40 arası,Eşyasız,Boş,Evet,Evet,2352,25,,,,,,,,,,,,,,,,,,,,,3200000,İstanbul,Fatih,Akşemsettin, 2 + 1 
8307,120,130m²,4,Kombi (Doğalgaz),4,21-25 arası,Eşyasız,Mülk Sahibi,Evet,Evet,2356,25,,,,,,,,,,,,,,,,,,,,,3000000,İstanbul,Fatih,Akşemsettin, 3 + 1 
8308,70,80m²,,,2,26-30 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1700000,İstanbul,Fatih,Nişanca, 2 + 1 
8309,130,140m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,6750000,İstanbul,Fatih,Molla Gürani, 4 + 1 
8310,60,70m²,,,2,31-35 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2150000,İstanbul,Fatih,Ali Kuşçu, 1 + 1 
8311,50,55m²,,,1,31-35 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1575000,İstanbul,Fatih,Zeyrek, 1 + 1 
8312,125,135m²,4,Kombi (Doğalgaz),Yüksek Giriş,40 ve üzeri,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2575000,İstanbul,Fatih,Yedikule, 3 + 1 
8313,65,72m²,4,Kombi (Doğalgaz),3,0,Sadece Mutfak,,Evet,,,,,,,,,,,,,,,,,,,,,,,,3250000,İstanbul,Fatih,Sümbül Efendi, 2 + 1 
8314,75,90m²,,,2,3,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3100000,İstanbul,Fatih,Ayvansaray, 2 + 1 
8315,100,110m²,1,Kombi (Doğalgaz),3,36-40 arası,Eşyasız,Boş,Evet,Evet,2352,36,,,,,,,,,,,,,,,,,,,,,3000000,İstanbul,Fatih,Ali Kuşçu, 2 + 1 
8316,80,90m²,5,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,Evet,20256,2565,,,,,,,,,,,,,,,,,,,,,4500000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8317,149,160m²,5,Kombi (Doğalgaz),Giriş Katı,0,Eşyasız,Boş,Evet,Evet,2565,2545,,,,,,,,,,,,,,,,,,,,,4500000,İstanbul,Fatih,Hırka-i Şerif, 4 + 1 
8318,100,110m²,3,Kombi (Doğalgaz),2,26-30 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3350000,İstanbul,Fatih,Derviş Ali, 3 + 1 
8319,115,138m²,5,Kalorifer (Doğalgaz),Bahçe katı,26-30 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2250000,İstanbul,Fatih,Hırka-i Şerif, 3 + 1 
8320,120,130m²,4,,4,26-30 arası,Eşyalı (Mobilyalı),Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Fatih,Molla Gürani, 2 + 1 
8321,120,125m²,5,Kombi (Doğalgaz),Giriş Katı,36-40 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2950000,İstanbul,Fatih,İskenderpaşa, 3 + 1 
8322,65,85m²,2,Soba (Doğalgaz),Yüksek Giriş,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2190000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8323,50,60m²,3,Combi Boiler (Natural Gas),Basement,40+,Unfurnished,Occupied By Tenant,Yes,,,,,,,,,,,,,,,,,,,,,,,,990000,İstanbul,Fatih,Şehremini, 2 + 1 
8324,120,135m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2400000,İstanbul,Fatih,İskenderpaşa, 3 + 1 
8325,75,80m²,4,Kombi (Doğalgaz),1,36-40 arası,Eşyasız,Mülk Sahibi,Evet,Evet,5258,25,,,,,,,,,,,,,,,,,,,,,2250000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8326,65,85m²,4,Yok,4,40 ve üzeri,,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1215000,İstanbul,Fatih,Zeyrek, 2 + 1 
8327,70,75m²,4,Kombi (Doğalgaz),Bodrum Kat,36-40 arası,Eşyasız,Kiracılı,Evet,Evet,2598,25,,,,,,,,,,,,,,,,,,,,,900000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8328,90,100m²,4,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4500000,İstanbul,Fatih,Akşemsettin, 3 + 1 
8329,90,110m²,4,Kombi (Doğalgaz),Yüksek Giriş,40 ve üzeri,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1950000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8330,150,175m²,3,Kalorifer (Doğalgaz),Yüksek Giriş,3,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,5100000,İstanbul,Fatih,Atikali, 3 + 1 
8331,40,50m²,2,Kombi (Doğalgaz),Yüksek Giriş,40 ve üzeri,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1100000,İstanbul,Fatih,Koca Mustafapaşa, 1 + 1 
8332,100,110m²,4,,4,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2350000,İstanbul,Fatih,Molla Gürani, 3 + 1 
8333,80,85m²,5,Soba (Doğalgaz),4,36-40 arası,Eşyasız,,Hayır,Evet,2563,56,,,,,,,,,,,,,,,,,,,,,1700000,İstanbul,Fatih,Akşemsettin, 2 + 1 
8334,80,85m²,4,Kombi (Doğalgaz),Yüksek Giriş,36-40 arası,Eşyasız,Mülk Sahibi,Evet,Evet,2565,25,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8335,105,125m²,5,Merkezi Sistem,4,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,4000000,İstanbul,Fatih,Molla Gürani, 3 + 1 
8336,55,65m²,4,Kombi (Doğalgaz),Giriş Katı,40 ve üzeri,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1200000,İstanbul,Fatih,Yedikule, 1 + 1 
8337,110,120m²,5,Kombi (Doğalgaz),2,31-35 arası,Eşyalı (Mobilyalı),Mülk Sahibi,Hayır,Evet,,,,,,,,,,,,,,,,,,,,,,,14500,İstanbul,Fatih,Molla Gürani, 3 + 1 
8338,135,145m²,4,Merkezi Sistem,2,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2650000,İstanbul,Fatih,Topkapı, 3 + 1 
8339,40,48m²,3,Kombi (Doğalgaz),Zemin Kat,40 ve üzeri,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1150000,İstanbul,Fatih,Balat, 2 + 1 
8340,65,66m²,5,,,31-35 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,5000000,İstanbul,Fatih,Zeyrek, 5 + 4 
8341,80,90m²,5,Kombi (Doğalgaz),2,26-30 arası,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,1950000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8342,110,120m²,5,Kombi (Doğalgaz),2,26-30 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2625000,İstanbul,Fatih,Molla Gürani, 2 + 1 
8343,75,95m²,5,Klima,3,31-35 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Fatih,Karagümrük, 2 + 1 
8344,90,95m²,4,Kombi (Doğalgaz),2,31-35 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2350000,İstanbul,Fatih,Hırka-i Şerif, 2 + 1 
8345,110,130m²,5,Kombi (Doğalgaz),1,36-40 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,4350000,İstanbul,Fatih,Molla Gürani, 3 + 1 
8346,130,150m²,4,Kombi (Doğalgaz),4,16-20 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1950000,İstanbul,Fatih,Yedikule, 4 + 1 
8347,60,65m²,5,Kombi (Doğalgaz),1,,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,985000,İstanbul,Fatih,Atikali, 1 + 1 
8348,50,55m²,3,Soba (Doğalgaz),Giriş Katı,40 ve üzeri,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1000000,İstanbul,Fatih,Yedikule, 1 + 1 
8349,100,120m²,4,Kombi (Doğalgaz),,31-35 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3350000,İstanbul,Fatih,Seyyid Ömer, 2 + 1 
8350,136,280m²,3,Klima,Zemin Kat,2,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,39000000,İstanbul,Fatih,Yedikule, 3 + 1 
8351,75,85m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1500000,İstanbul,Fatih,Cerrahpaşa, 2 + 1 
8352,95,105m²,4,Kombi (Doğalgaz),3,26-30 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1884000,İstanbul,Fatih,Yavuz Sultan Selim, 2 + 1 
8353,150,160m²,4,Kombi (Doğalgaz),Giriş Katı,21-25 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2350000,İstanbul,Fatih,Yavuz Sultan Selim, 3 + 2 
8354,95,110m²,4,,3,11-15 arası,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3000000,İstanbul,Fatih,Molla Gürani, 2 + 1 
8355,100,110m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,12000,İstanbul,Fatih,Sümbül Efendi, 3 + 1 
